tuple_id(String),src(String),flight(String),sched_dep_time(String),act_dep_time(String),sched_arr_time(String),act_arr_time(String)
577,flightstats,ua-248-phx-ord,12:57 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.
578,flightstats,aa-4330-cvg-ord,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
579,flightstats,aa-1434-dfw-mco,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
580,flightstats,co-1561-phx-iah,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
581,flightstats,aa-4307-ord-dtw,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
582,flightstats,aa-3-jfk-lax,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
583,flightstats,co-1694-lax-iah,7:15 p.m.,7:15 p.m. (estimated),12:21 a.m.,12:21 a.m. (estimated)
584,flightstats,ua-843-lax-ord,1:55 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.
585,flightstats,co-1193-ewr-mco,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
586,flightstats,aa-3842-msp-ord,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
587,flightstats,aa-643-mia-ord,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
588,flightstats,aa-1007-mia-phx,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
589,flightstats,aa-2525-dfw-mia,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
590,flightstats,ua-2906-phl-mco,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
591,flightstats,ua-938-den-ord,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
592,flightstats,aa-1221-mco-ord,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
593,flightstats,co-16-lax-ewr,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
594,flightstats,ua-2515-dfw-clt,7:05 a.m.,7:07 a.m.,10:31 a.m.,10:47 a.m.
595,flightstats,aa-400-dfw-jfk,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
596,flightstats,ua-664-ord-phl,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
597,flightstats,ua-37-ewr-mco,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
598,flightstats,aa-1522-sfo-ord,11:55 p.m.,12:10 a.m. (estimated runway),5:50 a.m.,5:42 a.m. (estimated runway)
599,flightstats,ua-233-lax-jfk,4:25 p.m.,4:28 p.m. (estimated runway),12:29 a.m.,12:01 a.m. (estimated runway)
600,flightstats,aa-3823-lax-den,9:00 p.m.,9:06 p.m. (estimated runway),12:15 a.m.,11:49 p.m. (estimated runway)
601,flightstats,aa-2312-dfw-dtw,8:25 p.m.,8:29 p.m. (estimated runway),11:50 p.m.,11:35 p.m. (estimated runway)
602,flightstats,ua-2314-atl-phl,2:55 p.m.,2:46 p.m.,5:00 p.m.,4:47 p.m.
603,flightstats,aa-1165-jfk-mia,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
604,flightstats,aa-431-mia-sfo,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
605,flightstats,ua-257-jfk-sfo,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
606,flightstats,ua-3373-iad-phl,8:29 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.
607,flightstats,co-1250-mia-iah,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
608,flightstats,ua-828-sfo-ord,11:08 p.m.,unknown,5:11 a.m.,unknown
609,flightstats,co-4888-iah-dal,5:30 p.m.,5:30 p.m. (estimated),6:40 p.m.,6:40 p.m. (estimated)
610,flightstats,ua-2704-dtw-phx,11:15 a.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
611,flightstats,aa-3063-slc-lax,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:19 p.m. (estimated)
612,flightstats,ua-2708-ewr-clt,2:55 p.m.,2:52 p.m.,4:53 p.m.,4:44 p.m.
613,flightstats,ua-62-iah-ewr,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
614,flightstats,aa-3804-phl-ord,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
615,flightstats,aa-1917-jfk-mco,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
616,flightstats,aa-2268-phx-ord,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
617,flightstats,aa-4277-cvg-jfk,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
618,flightstats,aa-789-ord-den,1:05 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
619,flightstats,ua-854-sfo-iah,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
620,flightstats,aa-415-bos-ord,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
621,flightstats,aa-85-jfk-sfo,3:05 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
622,flightstats,aa-3786-iah-ord,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
623,flightstats,aa-222-lax-bos,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
624,flightstats,co-50-cle-ewr,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
625,flightstats,ua-3099-phx-phl,11:55 a.m.,11:43 a.m.,6:17 p.m.,5:38 p.m.
626,flightstats,aa-4198-ord-cle,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
627,flightstats,co-45-ewr-mia,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
628,flightstats,aa-3809-phx-lax,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
629,flightstats,aa-59-jfk-sfo,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
630,panynj,aa-3859-iah-ord,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:22 a.m.
631,panynj,co-1586-iah-mco,unknown,7:42 p.m.,unknown,10:29 p.m.
632,panynj,aa-518-mia-jfk,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
633,panynj,ua-397-jfk-sfo,8:00 a.m.,8:49 a.m.,11:55 a.m.,11:58 a.m.
634,panynj,ua-3925-iad-orf,unknown,9:01 a.m.,unknown,9:43 a.m.
635,panynj,aa-1733-ord-phx,7:45 p.m.,7:59 p.m.,10:30 p.m.,unknown
636,panynj,aa-3-jfk-lax,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:16 p.m.
637,panynj,ua-2830-mco-clt,3:27 p.m.,3:50 p.m.,5:05 p.m.,5:17 p.m.
638,panynj,co-58-den-iah,unknown,12:37 p.m.,unknown,3:31 p.m.
639,panynj,ua-5487-sfo-mry,unknown,10:53 a.m.,unknown,11:21 a.m.
640,panynj,aa-204-lax-mco,11:25 p.m.,unknown,6:55 a.m. dec 02,unknown
641,panynj,ua-414-lax-sfo,unknown,6:10 a.m.,unknown,7:17 a.m.
642,panynj,co-1614-lax-iah,unknown,12:58 a.m.,unknown,5:26 a.m.
643,panynj,ua-2726-fll-phl,4:00 p.m.,4:10 p.m.,6:46 p.m.,6:25 p.m.
644,panynj,co-52-iah-lax,unknown,7:56 a.m.,unknown,9:09 a.m.
645,panynj,co-1090-bos-iah,unknown,10:35 a.m.,unknown,1:19 p.m.
646,panynj,aa-616-dfw-dtw,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:18 p.m.
647,panynj,ua-3515-iad-msp,unknown,8:26 a.m.,unknown,9:56 a.m.
648,panynj,aa-3468-cvg-mia,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
649,panynj,aa-484-dfw-mia,4:15 p.m.,4:30 p.m.,7:55 p.m.,7:39 p.m.
650,panynj,aa-1886-bos-mia,unknown,10:55 a.m.,unknown,1:40 p.m.
651,panynj,co-62-iah-ewr,unknown,2:59 p.m.,unknown,7:10 p.m.
652,panynj,co-1561-phx-iah,unknown,8:18 a.m.,unknown,11:32 a.m.
653,panynj,ua-2314-atl-phl,unknown,3:04 p.m.,unknown,5:00 p.m.
654,panynj,aa-446-dfw-phl,11:50 a.m.,12:13 p.m.,3:50 p.m.,4:09 p.m.
655,panynj,co-1023-iah-den,unknown,12:06 p.m.,unknown,1:14 p.m.
656,panynj,aa-466-iah-mia,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:05 a.m.
657,panynj,ua-3050-phx-clt,11:05 a.m.,11:45 a.m.,4:57 p.m.,5:03 p.m.
658,panynj,co-89-iah-ewr,unknown,6:17 a.m.,unknown,10:27 a.m.
659,panynj,co-1088-cle-iah,unknown,9:01 a.m.,unknown,10:56 a.m.
660,panynj,aa-1664-mia-atl,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
661,panynj,aa-1279-dfw-phx,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
662,panynj,ua-854-sfo-iah,unknown,8:07 a.m.,unknown,1:30 p.m.
663,panynj,ua-382-iad-lax,unknown,12:56 p.m.,unknown,3:21 p.m.
664,panynj,aa-4344-ord-dtw,unknown,12:14 p.m.,unknown,2:01 p.m.
665,panynj,ua-257-jfk-sfo,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:42 p.m.
666,panynj,ua-2945-phl-clt,12:00 p.m.,12:08 p.m.,1:45 p.m.,1:14 p.m.
667,panynj,co-63-ewr-iah,unknown,5:38 p.m.,unknown,8:03 p.m.
668,panynj,co-47-iah-lax,unknown,8:36 p.m.,unknown,9:38 p.m.
669,panynj,aa-2050-ord-mia,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:46 p.m.
670,panynj,ua-248-phx-ord,unknown,1:43 p.m.,unknown,5:34 p.m.
671,panynj,aa-4330-cvg-ord,unknown,3:36 p.m.,unknown,3:25 p.m.
672,panynj,aa-1434-dfw-mco,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
673,panynj,aa-1640-mia-mco,6:30 p.m.,unknown,7:25 p.m.,unknown
674,panynj,aa-4307-ord-dtw,6:45 p.m.,6:56 p.m.,9:10 p.m.,8:43 p.m.
675,panynj,co-1694-lax-iah,7:15 p.m.,unknown,12:21 a.m. dec 02,unknown
676,panynj,ua-843-lax-ord,unknown,2:38 p.m.,unknown,7:58 p.m.
677,panynj,co-1193-ewr-mco,9:15 a.m.,9:58 a.m.,12:18 p.m.,12:09 p.m.
678,panynj,aa-3842-msp-ord,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m.
679,panynj,aa-643-mia-ord,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:29 a.m.
680,panynj,aa-1007-mia-phx,unknown,5:09 p.m.,unknown,7:53 p.m.
681,panynj,ua-2906-phl-mco,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:35 p.m.
682,panynj,ua-938-den-ord,unknown,4:37 p.m.,unknown,7:36 p.m.
683,panynj,aa-1221-mco-ord,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
684,panynj,co-16-lax-ewr,unknown,10:37 a.m.,unknown,6:34 p.m.
685,panynj,ua-2515-dfw-clt,unknown,7:31 a.m.,unknown,10:45 a.m.
686,panynj,aa-400-dfw-jfk,10:40 a.m.,11:02 a.m.,2:59 p.m.,3:04 p.m.
687,panynj,ua-664-ord-phl,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:23 p.m.
688,panynj,aa-3756-ord-slc,12:15 p.m.,12:42 p.m.,2:45 p.m.,2:52 p.m.
689,panynj,ua-37-ewr-mco,unknown,2:01 p.m.,unknown,4:17 p.m.
690,panynj,aa-1522-sfo-ord,11:55 p.m.,unknown,5:50 a.m. dec 02,unknown
691,panynj,ua-233-lax-jfk,4:25 p.m.,unknown,12:29 a.m. dec 02,unknown
692,panynj,aa-3823-lax-den,9:00 p.m.,unknown,12:15 a.m. dec 02,unknown
693,panynj,aa-2312-dfw-dtw,8:25 p.m.,unknown,11:50 p.m.,unknown
694,panynj,aa-1165-jfk-mia,6:59 a.m.,7:23 a.m.,10:34 a.m.,10:04 a.m.
695,panynj,aa-431-mia-sfo,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:44 a.m.
696,panynj,ua-3373-iad-phl,unknown,8:37 a.m.,unknown,9:13 a.m.
697,panynj,aa-649-ord-sna,1:30 p.m.,unknown,3:50 p.m.,unknown
698,panynj,co-1250-mia-iah,unknown,3:17 p.m.,unknown,4:59 p.m.
699,panynj,ua-6273-yyc-sfo,unknown,7:41 a.m.,unknown,8:45 a.m.
700,panynj,ua-828-sfo-ord,11:08 p.m.,unknown,5:11 a.m.dec 02,unknown
701,panynj,co-4888-iah-dal,5:30 p.m.,unknown,6:40 p.m.,unknown
702,panynj,ua-858-pvg-sfo,unknown,1:45 p.m.,unknown,8:02 a.m.
703,panynj,ua-2704-dtw-phx,unknown,11:47 a.m.,unknown,2:02 p.m.
704,panynj,aa-3063-slc-lax,unknown,8:40 p.m.,unknown,9:11 p.m.
705,panynj,ua-2708-ewr-clt,unknown,3:04 p.m.,unknown,4:24 p.m.
706,panynj,ua-62-iah-ewr,unknown,2:59 p.m.,unknown,7:10 p.m.
707,panynj,ua-1500-iah-gua,unknown,9:43 a.m.,unknown,12:12 p.m.
708,panynj,aa-3804-phl-ord,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:36 p.m.
709,panynj,aa-1917-jfk-mco,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.
710,panynj,aa-2268-phx-ord,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:07 a.m.
711,panynj,aa-4277-cvg-jfk,12:10 p.m.,12:11 p.m.,2:15 p.m.,1:43 p.m.
712,panynj,aa-2957-dfw-cvg,7:55 a.m.,8:05 a.m.,11:05 a.m.,11:00 a.m.
713,panynj,ua-37-edi-ewr,unknown,9:05 a.m.,unknown,12:09 p.m.
714,panynj,aa-789-ord-den,1:05 p.m.,1:20 p.m.,2:35 p.m.,3:01 p.m.
715,panynj,aa-415-bos-ord,unknown,8:56 a.m.,unknown,10:10 a.m.
716,panynj,aa-85-jfk-sfo,3:05 p.m.,3:38 p.m.,6:30 p.m.,6:43 p.m.
717,panynj,aa-3979-cvg-ord,7:30 a.m.,8:04 a.m.,8:00 a.m.,7:57 a.m.
718,panynj,aa-1544-san-ord,unknown,11:41 a.m.,unknown,4:56 p.m.
719,panynj,aa-3786-iah-ord,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:09 p.m.
720,panynj,aa-271-mia-lax,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
721,panynj,aa-2525-dfw-mia,7:25 a.m.,7:40 a.m.,11:10 a.m.,11:06 a.m.
722,panynj,co-50-cle-ewr,unknown,4:02 p.m.,unknown,5:26 p.m.
723,panynj,ua-3099-phx-phl,11:55 a.m.,11:55 a.m.,6:17 p.m.,6:17 p.m.
724,panynj,aa-4198-ord-cle,10:40 a.m.,10:55 a.m.,12:55 p.m.,12:48 p.m.
725,panynj,aa-404-mia-mco,6:45 a.m.,6:58 a.m.,7:45 a.m.,7:32 a.m.
726,panynj,co-45-ewr-mia,4:00 p.m.,4:15 p.m.,7:05 p.m.,6:36 p.m.
727,panynj,aa-3809-phx-lax,6:00 a.m.,6:11 a.m.,6:40 a.m.,6:19 a.m.
728,panynj,aa-59-jfk-sfo,7:10 a.m.,7:40 a.m.,10:45 a.m.,11:12 a.m.
729,panynj,aa-222-lax-bos,7:10 a.m.,7:32 a.m.,3:30 p.m.,3:14 p.m.
730,flightexplorer,aa-3859-iah-ord,unknown,7:16 a.m.,unknown,9:22 a.m.
731,flightexplorer,aa-1733-ord-phx,unknown,7:59 p.m.,unknown,10:28 p.m.
732,flightexplorer,co-1586-iah-mco,unknown,7:41 p.m.,unknown,10:22 p.m.
733,flightexplorer,ua-397-jfk-sfo,unknown,8:47 a.m.,unknown,11:30 a.m.
734,flightexplorer,ua-3925-iad-orf,unknown,9:01 a.m.,unknown,9:39 a.m.
735,flightexplorer,aa-1640-mia-mco,6:30 p.m.,unknown,7:25 p.m.,unknown
736,flightexplorer,aa-1544-san-ord,unknown,11:41 a.m.,unknown,4:54 p.m.
737,flightexplorer,ua-5487-sfo-mry,unknown,10:53 a.m.,unknown,11:16 a.m.
738,flightexplorer,aa-204-lax-mco,11:25 p.m.,unknown,12/2/2011 6:55 a.m.,unknown
739,flightexplorer,ua-414-lax-sfo,unknown,6:09 a.m.,unknown,7:04 a.m.
740,flightexplorer,co-1614-lax-iah,unknown,12:57 a.m.,unknown,5:25 a.m.
741,flightexplorer,aa-3756-ord-slc,unknown,12:42 p.m.,unknown,2:50 p.m.
742,flightexplorer,aa-3468-cvg-mia,unknown,7:25 a.m.,unknown,9:29 a.m.
743,flightexplorer,aa-484-dfw-mia,unknown,4:30 p.m.,unknown,7:37 p.m.
744,flightexplorer,aa-616-dfw-dtw,unknown,10:11 a.m.,unknown,1:19 p.m.
745,flightexplorer,aa-446-dfw-phl,unknown,12:13 p.m.,unknown,4:08 p.m.
746,flightexplorer,co-1023-iah-den,unknown,12:05 p.m.,unknown,1:06 p.m.
747,flightexplorer,aa-466-iah-mia,unknown,6:09 a.m.,unknown,8:50 a.m.
748,flightexplorer,aa-2957-dfw-cvg,unknown,8:05 a.m.,unknown,10:58 a.m.
749,flightexplorer,aa-1664-mia-atl,unknown,10:19 a.m.,unknown,11:50 a.m.
750,flightexplorer,aa-3979-cvg-ord,unknown,8:04 a.m.,unknown,7:59 a.m.
751,flightexplorer,aa-1279-dfw-phx,unknown,2:04 p.m.,unknown,3:13 p.m.
752,flightexplorer,ua-382-iad-lax,unknown,12:55 p.m.,unknown,3:07 p.m.
753,flightexplorer,aa-4344-ord-dtw,unknown,12:14 p.m.,unknown,1:55 p.m.
754,flightexplorer,ua-257-jfk-sfo,unknown,2:41 p.m.,unknown,5:22 p.m.
755,flightexplorer,aa-271-mia-lax,unknown,11:52 a.m.,unknown,2:21 p.m.
756,flightexplorer,aa-2050-ord-mia,unknown,11:06 a.m.,unknown,2:39 p.m.
757,flightexplorer,ua-248-phx-ord,1:09 p.m.,unknown,4:52 p.m.,unknown
758,flightexplorer,aa-4330-cvg-ord,unknown,3:36 p.m.,unknown,3:26 p.m.
759,flightexplorer,aa-1434-dfw-mco,unknown,7:22 a.m.,unknown,10:34 a.m.
760,flightexplorer,aa-4307-ord-dtw,unknown,6:56 p.m.,unknown,8:38 p.m.
761,flightexplorer,aa-3-jfk-lax,unknown,12:12 p.m.,unknown,3:04 p.m.
762,flightexplorer,co-1193-ewr-mco,unknown,9:56 a.m.,unknown,12:02 p.m.
763,flightexplorer,aa-3842-msp-ord,unknown,6:57 a.m.,unknown,7:49 a.m.
764,flightexplorer,aa-643-mia-ord,unknown,7:31 a.m.,unknown,9:26 a.m.
765,flightexplorer,aa-1007-mia-phx,unknown,5:09 p.m.,unknown,7:43 p.m.
766,flightexplorer,aa-2525-dfw-mia,unknown,7:40 a.m.,unknown,10:43 a.m.
767,flightexplorer,ua-938-den-ord,unknown,4:35 p.m.,unknown,7:23 p.m.
768,flightexplorer,aa-1221-mco-ord,unknown,8:23 p.m.,unknown,9:47 p.m.
769,flightexplorer,aa-1886-bos-mia,unknown,10:55 a.m.,unknown,1:36 p.m.
770,flightexplorer,ua-664-ord-phl,unknown,1:46 p.m.,unknown,4:20 p.m.
771,flightexplorer,ua-37-ewr-mco,unknown,1:59 p.m.,unknown,4:05 p.m.
772,flightexplorer,aa-1522-sfo-ord,11:55 p.m.,unknown,12/2/2011 5:50 a.m.,unknown
773,flightexplorer,aa-3823-lax-den,9:00 p.m.,unknown,12/2/2011 12:15 a.m.,unknown
774,flightexplorer,aa-2312-dfw-dtw,8:25 p.m.,unknown,11:50 p.m.,unknown
775,flightexplorer,aa-1165-jfk-mia,unknown,7:23 a.m.,unknown,9:45 a.m.
776,flightexplorer,aa-431-mia-sfo,unknown,8:52 a.m.,unknown,11:33 a.m.
777,flightexplorer,ua-3373-iad-phl,unknown,8:37 a.m.,unknown,9:13 a.m.
778,flightexplorer,aa-649-ord-sna,1:30 p.m.,unknown,3:50 p.m.,unknown
779,flightexplorer,ua-828-sfo-ord,unknown,11/30/2011 11:34 p.m.,unknown,5:24 a.m.
780,flightexplorer,co-4888-iah-dal,5:30 p.m.,unknown,6:40 p.m.,unknown
781,flightexplorer,co-1561-phx-iah,unknown,8:17 a.m.,unknown,11:27 a.m.
782,flightexplorer,aa-3804-phl-ord,unknown,2:44 p.m.,unknown,3:36 p.m.
783,flightexplorer,aa-2268-phx-ord,unknown,7:23 a.m.,unknown,11:04 a.m.
784,flightexplorer,ua-233-lax-jfk,4:25 p.m.,unknown,12/2/2011 12:29 a.m.,unknown
785,flightexplorer,ua-6273-yyc-sfo,unknown,7:41 a.m.,unknown,8:33 a.m.
786,flightexplorer,aa-4277-cvg-jfk,unknown,12:11 p.m.,unknown,1:42 p.m.
787,flightexplorer,aa-789-ord-den,unknown,1:20 p.m.,unknown,2:49 p.m.
788,flightexplorer,aa-222-lax-bos,unknown,7:32 a.m.,unknown,3:12 p.m.
789,flightexplorer,aa-4198-ord-cle,unknown,10:55 a.m.,unknown,12:37 p.m.
790,flightexplorer,aa-404-mia-mco,unknown,6:58 a.m.,unknown,7:37 a.m.
791,flightexplorer,aa-3809-phx-lax,unknown,6:11 a.m.,unknown,6:13 a.m.
792,flightexplorer,aa-59-jfk-sfo,unknown,7:40 a.m.,unknown,10:52 a.m.
793,mia,aa-2050-ord-mia,unknown,unknown,2:45p 12-01-11,2:46p
794,mia,aa-1165-jfk-mia,unknown,unknown,10:34a 12-01-11,10:08a
795,mia,aa-484-dfw-mia,unknown,unknown,7:55p 12-01-11,7:39p
796,mia,aa-466-iah-mia,unknown,unknown,9:20a 12-01-11,9:04a
797,mia,aa-2525-dfw-mia,unknown,unknown,11:10a 12-01-11,11:06a
798,iad,ua-382-iad-lax,12:30,12:30,unknown,unknown
799,dfw,aa-1279-dfw-phx,1:00 p.m.,unknown,unknown,unknown
800,dfw,aa-2312-dfw-dtw,8:25 p.m.,unknown,unknown,unknown
801,dfw,aa-446-dfw-phl,11:50 a.m.,unknown,unknown,unknown
802,dfw,aa-400-dfw-jfk,10:40 a.m.,unknown,unknown,unknown
803,dfw,aa-484-dfw-mia,4:15 p.m.,unknown,unknown,unknown
804,mco,co-1586-iah-mco,unknown,unknown,thu  22:15,thu  22:25
805,mco,aa-1917-jfk-mco,unknown,unknown,thu  17:55,thu  17:40
806,mco,aa-1640-mia-mco,unknown,unknown,thu  19:25,thu  19:33
807,mco,aa-404-mia-mco,unknown,unknown,thu  7:45,thu  7:31
808,mco,aa-204-lax-mco,unknown,unknown,thu  6:55,thu  6:50
809,mco,aa-1221-mco-ord,thu  20:00,unknown,unknown,unknown
810,mco,aa-1434-dfw-mco,unknown,unknown,thu  10:35,thu  10:28
811,mco,co-1193-ewr-mco,unknown,unknown,thu  12:18,unknown
812,flights,aa-3859-iah-ord,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
813,flights,co-1586-iah-mco,unknown,7:14 p.m.,unknown,10:29 p.m.
814,flights,aa-518-mia-jfk,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
815,flights,ua-397-jfk-sfo,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
816,flights,ua-3925-iad-orf,unknown,8:42 a.m.,unknown,9:43 a.m.
817,flights,aa-1733-ord-phx,7:45 p.m.,unknown,10:30 p.m.,unknown
818,flights,aa-3-jfk-lax,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
819,flights,ua-2830-mco-clt,3:27 p.m.,3:28 p.m.,5:05 p.m.,5:17 p.m.
820,flights,co-58-den-iah,unknown,11:32 a.m.,unknown,3:31 p.m.
821,flights,ua-5487-sfo-mry,unknown,10:33 a.m.,unknown,11:21 a.m.
822,flights,aa-204-lax-mco,11:25 p.m.,unknown,6:55 a.m.  fri 02-dec-2011,unknown
823,flights,ua-414-lax-sfo,unknown,5:56 a.m.,unknown,7:17 a.m.
824,flights,co-1614-lax-iah,unknown,12:41 a.m.,unknown,5:26 a.m.
825,flights,ua-2726-fll-phl,4:00 p.m.,3:58 p.m.,6:46 p.m.,6:28 p.m.
826,flights,co-52-iah-lax,unknown,7:29 a.m.,unknown,9:14 a.m.
827,flights,co-1090-bos-iah,unknown,10:19 a.m.,unknown,1:19 p.m.
828,flights,aa-616-dfw-dtw,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
829,flights,ua-3515-iad-msp,unknown,8:12 a.m.,unknown,9:56 a.m.
830,flights,aa-3468-cvg-mia,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
831,flights,aa-484-dfw-mia,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
832,flights,aa-1886-bos-mia,unknown,10:55 a.m.,unknown,1:40 p.m.
833,flights,co-62-iah-ewr,unknown,2:48 p.m.,unknown,7:10 p.m.
834,flights,co-1561-phx-iah,unknown,8:00 a.m.,unknown,11:32 a.m.
835,flights,ua-2314-atl-phl,unknown,2:46 p.m.,unknown,4:47 p.m.
836,flights,aa-446-dfw-phl,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
837,flights,co-1023-iah-den,unknown,11:56 a.m.,unknown,1:14 p.m.
838,flights,aa-466-iah-mia,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
839,flights,ua-3050-phx-clt,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
840,flights,co-89-iah-ewr,unknown,6:02 a.m.,unknown,10:27 a.m.
841,flights,co-1088-cle-iah,unknown,8:40 a.m.,unknown,10:56 a.m.
842,flights,aa-1664-mia-atl,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
843,flights,aa-1279-dfw-phx,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:20 p.m. (runway)
844,flights,ua-854-sfo-iah,unknown,7:49 a.m.,unknown,1:30 p.m.
845,flights,ua-382-iad-lax,unknown,12:35 p.m.,unknown,3:21 p.m.
846,flights,aa-4344-ord-dtw,unknown,12:13 p.m.,unknown,2:10 p.m.
847,flights,ua-257-jfk-sfo,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
848,flights,ua-2945-phl-clt,12:00 p.m.,11:51 a.m.,1:45 p.m.,1:15 p.m.
849,flights,co-63-ewr-iah,unknown,5:22 p.m.,unknown,8:03 p.m.
850,flights,co-47-iah-lax,unknown,8:25 p.m.,unknown,8:56 p.m.
851,flights,aa-2050-ord-mia,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
852,flights,ua-248-phx-ord,unknown,1:32 p.m.,unknown,5:34 p.m.
853,flights,aa-4330-cvg-ord,unknown,3:36 p.m.,unknown,3:33 p.m.
854,flights,aa-1434-dfw-mco,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
855,flights,aa-1640-mia-mco,6:30 p.m.,unknown,7:25 p.m.,unknown
856,flights,aa-4307-ord-dtw,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
857,flights,co-1694-lax-iah,7:15 p.m.,unknown,12:21 a.m.  fri 02-dec-2011,unknown
858,flights,ua-843-lax-ord,unknown,2:10 p.m.,unknown,7:58 p.m.
859,flights,co-1193-ewr-mco,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
860,flights,aa-3842-msp-ord,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
