tuple_id(String),src(String),flight(String),sched_dep_time(String),act_dep_time(String),sched_arr_time(String),act_arr_time(String)
511,flightview,ua-2704-dtw-phx,11:15 a.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
512,flightview,aa-3063-slc-lax,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
513,flightview,ua-2708-ewr-clt,2:55 p.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
514,flightview,ua-62-iah-ewr,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
515,flightview,ua-1500-iah-gua,8:55 a.m.,9:16 a.m.,11:45 a.m.,11:56 a.m.
516,flightview,aa-3804-phl-ord,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
517,flightview,aa-1917-jfk-mco,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
518,flightview,aa-2268-phx-ord,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
519,flightview,aa-4277-cvg-jfk,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
520,flightview,aa-2957-dfw-cvg,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
521,flightview,ua-37-edi-ewr,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
522,flightview,aa-789-ord-den,1:05 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
523,flightview,aa-415-bos-ord,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
524,flightview,aa-85-jfk-sfo,3:05 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
525,flightview,aa-3979-cvg-ord,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
526,flightview,aa-1544-san-ord,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
527,flightview,aa-3786-iah-ord,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
528,flightview,aa-271-mia-lax,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
529,flightview,aa-2525-dfw-mia,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
530,flightview,co-50-cle-ewr,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
531,flightview,ua-3099-phx-phl,11:55 a.m.,11:55 a.m.,6:17 p.m.,5:38 p.m.
532,flightview,aa-4198-ord-cle,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
533,flightview,aa-404-mia-mco,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
534,flightview,co-45-ewr-mia,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
535,flightview,aa-3809-phx-lax,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
536,flightview,aa-59-jfk-sfo,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
537,flightview,aa-222-lax-bos,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
538,flightstats,aa-3859-iah-ord,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
539,flightstats,co-1586-iah-mco,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
540,flightstats,aa-518-mia-jfk,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
541,flightstats,ua-397-jfk-sfo,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
542,flightstats,ua-3925-iad-orf,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
543,flightstats,aa-1733-ord-phx,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
544,flightstats,aa-4344-ord-dtw,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
545,flightstats,aa-1640-mia-mco,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
546,flightstats,ua-2830-mco-clt,3:27 p.m.,3:27 p.m.,5:05 p.m.,5:17 p.m.
547,flightstats,co-58-den-iah,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
548,flightstats,aa-204-lax-mco,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
549,flightstats,ua-414-lax-sfo,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
550,flightstats,co-1614-lax-iah,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
551,flightstats,ua-2726-fll-phl,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
552,flightstats,co-52-iah-lax,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
553,flightstats,co-1090-bos-iah,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
554,flightstats,aa-3468-cvg-mia,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
555,flightstats,ua-3515-iad-msp,8:15 a.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.
556,flightstats,aa-484-dfw-mia,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
557,flightstats,aa-616-dfw-dtw,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
558,flightstats,co-62-iah-ewr,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
559,flightstats,co-63-ewr-iah,5:25 p.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.
560,flightstats,aa-446-dfw-phl,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
561,flightstats,co-1023-iah-den,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
562,flightstats,aa-466-iah-mia,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
563,flightstats,ua-3050-phx-clt,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
564,flightstats,co-89-iah-ewr,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
565,flightstats,co-1088-cle-iah,8:40 a.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
566,flightstats,aa-2957-dfw-cvg,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
567,flightstats,aa-1664-mia-atl,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
568,flightstats,aa-3979-cvg-ord,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
569,flightstats,aa-1279-dfw-phx,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
570,flightstats,aa-404-mia-mco,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
571,flightstats,aa-3756-ord-slc,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
572,flightstats,ua-382-iad-lax,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
573,flightstats,ua-2945-phl-clt,12:00 a.m.,3:11 a.m.,1:45 p.m.,1:15 p.m.
574,flightstats,co-47-iah-lax,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m.
575,flightstats,aa-271-mia-lax,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
576,flightstats,aa-2050-ord-mia,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
577,flightstats,ua-248-phx-ord,12:57 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.
578,flightstats,aa-4330-cvg-ord,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
579,flightstats,aa-1434-dfw-mco,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
580,flightstats,co-1561-phx-iah,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
581,flightstats,aa-4307-ord-dtw,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
582,flightstats,aa-3-jfk-lax,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
583,flightstats,co-1694-lax-iah,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
584,flightstats,ua-843-lax-ord,1:55 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.
585,flightstats,co-1193-ewr-mco,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
586,flightstats,aa-3842-msp-ord,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
587,flightstats,aa-643-mia-ord,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
588,flightstats,aa-1007-mia-phx,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
589,flightstats,aa-2525-dfw-mia,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
590,flightstats,ua-2906-phl-mco,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
591,flightstats,ua-938-den-ord,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
592,flightstats,aa-1221-mco-ord,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
593,flightstats,co-16-lax-ewr,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
594,flightstats,ua-2515-dfw-clt,7:05 a.m.,7:05 a.m.,10:31 a.m.,10:47 a.m.
595,flightstats,aa-400-dfw-jfk,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
596,flightstats,ua-664-ord-phl,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
597,flightstats,ua-37-ewr-mco,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
598,flightstats,aa-1522-sfo-ord,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
599,flightstats,ua-233-lax-jfk,4:25 p.m.,4:25 p.m.,12:29 a.m.,12:29 a.m.
600,flightstats,aa-3823-lax-den,9:00 p.m.,9:00 p.m.,12:15 a.m.,12:15 a.m.
601,flightstats,aa-2312-dfw-dtw,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
602,flightstats,ua-2314-atl-phl,2:55 p.m.,2:55 p.m.,5:00 p.m.,4:47 p.m.
603,flightstats,aa-1165-jfk-mia,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
604,flightstats,aa-431-mia-sfo,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
605,flightstats,ua-257-jfk-sfo,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
606,flightstats,ua-3373-iad-phl,8:29 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.
607,flightstats,co-1250-mia-iah,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
608,flightstats,ua-828-sfo-ord,11:08 p.m.,11:08 p.m.,5:11 a.m.,5:11 a.m.
609,flightstats,co-4888-iah-dal,5:30 p.m.,5:30 p.m.,6:40 p.m.,6:40 p.m.
610,flightstats,ua-2704-dtw-phx,11:15 a.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
611,flightstats,aa-3063-slc-lax,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
612,flightstats,ua-2708-ewr-clt,2:55 p.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
613,flightstats,ua-62-iah-ewr,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
614,flightstats,aa-3804-phl-ord,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
615,flightstats,aa-1917-jfk-mco,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
616,flightstats,aa-2268-phx-ord,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
617,flightstats,aa-4277-cvg-jfk,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
618,flightstats,aa-789-ord-den,1:05 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
619,flightstats,ua-854-sfo-iah,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
620,flightstats,aa-415-bos-ord,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
621,flightstats,aa-85-jfk-sfo,3:05 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
622,flightstats,aa-3786-iah-ord,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
623,flightstats,aa-222-lax-bos,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
624,flightstats,co-50-cle-ewr,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
625,flightstats,ua-3099-phx-phl,11:55 a.m.,11:55 a.m.,6:17 p.m.,5:38 p.m.
626,flightstats,aa-4198-ord-cle,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
627,flightstats,co-45-ewr-mia,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
628,flightstats,aa-3809-phx-lax,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
629,flightstats,aa-59-jfk-sfo,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
630,panynj,aa-3859-iah-ord,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
631,panynj,co-1586-iah-mco,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
632,panynj,aa-518-mia-jfk,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
633,panynj,ua-397-jfk-sfo,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
634,panynj,ua-3925-iad-orf,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
635,panynj,aa-1733-ord-phx,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
636,panynj,aa-3-jfk-lax,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
637,panynj,ua-2830-mco-clt,3:27 p.m.,3:27 p.m.,5:05 p.m.,5:17 p.m.
638,panynj,co-58-den-iah,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
639,panynj,ua-5487-sfo-mry,10:39 a.m.,10:33 a.m.,11:19 a.m.,11:21 a.m.
640,panynj,aa-204-lax-mco,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
641,panynj,ua-414-lax-sfo,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
642,panynj,co-1614-lax-iah,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
643,panynj,ua-2726-fll-phl,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
644,panynj,co-52-iah-lax,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
645,panynj,co-1090-bos-iah,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
646,panynj,aa-616-dfw-dtw,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
647,panynj,ua-3515-iad-msp,8:15 a.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.
648,panynj,aa-3468-cvg-mia,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
649,panynj,aa-484-dfw-mia,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
650,panynj,aa-1886-bos-mia,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
651,panynj,co-62-iah-ewr,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
652,panynj,co-1561-phx-iah,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
653,panynj,ua-2314-atl-phl,2:55 p.m.,2:55 p.m.,5:00 p.m.,4:47 p.m.
654,panynj,aa-446-dfw-phl,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
655,panynj,co-1023-iah-den,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
656,panynj,aa-466-iah-mia,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
657,panynj,ua-3050-phx-clt,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
658,panynj,co-89-iah-ewr,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
659,panynj,co-1088-cle-iah,8:40 a.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
660,panynj,aa-1664-mia-atl,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
661,panynj,aa-1279-dfw-phx,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
662,panynj,ua-854-sfo-iah,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
663,panynj,ua-382-iad-lax,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
664,panynj,aa-4344-ord-dtw,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
665,panynj,ua-257-jfk-sfo,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
666,panynj,ua-2945-phl-clt,12:00 a.m.,3:11 a.m.,1:45 p.m.,1:15 p.m.
667,panynj,co-63-ewr-iah,5:25 p.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.
668,panynj,co-47-iah-lax,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m.
669,panynj,aa-2050-ord-mia,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
670,panynj,ua-248-phx-ord,12:57 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.
671,panynj,aa-4330-cvg-ord,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
672,panynj,aa-1434-dfw-mco,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
673,panynj,aa-1640-mia-mco,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
674,panynj,aa-4307-ord-dtw,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
675,panynj,co-1694-lax-iah,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
676,panynj,ua-843-lax-ord,1:55 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.
677,panynj,co-1193-ewr-mco,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
678,panynj,aa-3842-msp-ord,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
679,panynj,aa-643-mia-ord,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
680,panynj,aa-1007-mia-phx,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
681,panynj,ua-2906-phl-mco,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
682,panynj,ua-938-den-ord,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
683,panynj,aa-1221-mco-ord,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
684,panynj,co-16-lax-ewr,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
685,panynj,ua-2515-dfw-clt,7:05 a.m.,7:05 a.m.,10:31 a.m.,10:47 a.m.
686,panynj,aa-400-dfw-jfk,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
687,panynj,ua-664-ord-phl,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
688,panynj,aa-3756-ord-slc,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
689,panynj,ua-37-ewr-mco,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
690,panynj,aa-1522-sfo-ord,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
691,panynj,ua-233-lax-jfk,4:25 p.m.,4:25 p.m.,12:29 a.m.,12:29 a.m.
692,panynj,aa-3823-lax-den,9:00 p.m.,9:00 p.m.,12:15 a.m.,12:15 a.m.
693,panynj,aa-2312-dfw-dtw,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
694,panynj,aa-1165-jfk-mia,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
695,panynj,aa-431-mia-sfo,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
696,panynj,ua-3373-iad-phl,8:29 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.
697,panynj,aa-649-ord-sna,1:30 p.m.,1:30 p.m.,3:50 p.m.,3:50 p.m.
698,panynj,co-1250-mia-iah,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
699,panynj,ua-6273-yyc-sfo,7:35 a.m.,7:27 a.m.,9:43 a.m.,8:45 a.m.
700,panynj,ua-828-sfo-ord,11:08 p.m.,11:08 p.m.,5:11 a.m.,5:11 a.m.
701,panynj,co-4888-iah-dal,5:30 p.m.,5:30 p.m.,6:40 p.m.,6:40 p.m.
702,panynj,ua-858-pvg-sfo,1:45 p.m.,1:32 p.m.,8:27 a.m.,8:02 a.m.
703,panynj,ua-2704-dtw-phx,11:15 a.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
704,panynj,aa-3063-slc-lax,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
705,panynj,ua-2708-ewr-clt,2:55 p.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
706,panynj,ua-62-iah-ewr,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
707,panynj,ua-1500-iah-gua,8:55 a.m.,9:16 a.m.,11:45 a.m.,11:56 a.m.
708,panynj,aa-3804-phl-ord,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
709,panynj,aa-1917-jfk-mco,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
710,panynj,aa-2268-phx-ord,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
711,panynj,aa-4277-cvg-jfk,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
712,panynj,aa-2957-dfw-cvg,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
713,panynj,ua-37-edi-ewr,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
714,panynj,aa-789-ord-den,1:05 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
715,panynj,aa-415-bos-ord,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
716,panynj,aa-85-jfk-sfo,3:05 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
717,panynj,aa-3979-cvg-ord,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
718,panynj,aa-1544-san-ord,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
719,panynj,aa-3786-iah-ord,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
720,panynj,aa-271-mia-lax,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
721,panynj,aa-2525-dfw-mia,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
722,panynj,co-50-cle-ewr,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
723,panynj,ua-3099-phx-phl,11:55 a.m.,11:55 a.m.,6:17 p.m.,5:38 p.m.
724,panynj,aa-4198-ord-cle,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
725,panynj,aa-404-mia-mco,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
726,panynj,co-45-ewr-mia,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
727,panynj,aa-3809-phx-lax,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
728,panynj,aa-59-jfk-sfo,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
729,panynj,aa-222-lax-bos,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
730,flightexplorer,aa-3859-iah-ord,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
731,flightexplorer,aa-1733-ord-phx,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
732,flightexplorer,co-1586-iah-mco,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
733,flightexplorer,ua-397-jfk-sfo,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
734,flightexplorer,ua-3925-iad-orf,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
735,flightexplorer,aa-1640-mia-mco,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
736,flightexplorer,aa-1544-san-ord,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
737,flightexplorer,ua-5487-sfo-mry,10:39 a.m.,10:33 a.m.,11:19 a.m.,11:21 a.m.
738,flightexplorer,aa-204-lax-mco,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
739,flightexplorer,ua-414-lax-sfo,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
740,flightexplorer,co-1614-lax-iah,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
741,flightexplorer,aa-3756-ord-slc,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
742,flightexplorer,aa-3468-cvg-mia,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
743,flightexplorer,aa-484-dfw-mia,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
744,flightexplorer,aa-616-dfw-dtw,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
745,flightexplorer,aa-446-dfw-phl,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
746,flightexplorer,co-1023-iah-den,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
747,flightexplorer,aa-466-iah-mia,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
748,flightexplorer,aa-2957-dfw-cvg,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
749,flightexplorer,aa-1664-mia-atl,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
750,flightexplorer,aa-3979-cvg-ord,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
751,flightexplorer,aa-1279-dfw-phx,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
752,flightexplorer,ua-382-iad-lax,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
753,flightexplorer,aa-4344-ord-dtw,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
754,flightexplorer,ua-257-jfk-sfo,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
755,flightexplorer,aa-271-mia-lax,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
756,flightexplorer,aa-2050-ord-mia,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
757,flightexplorer,ua-248-phx-ord,12:57 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.
758,flightexplorer,aa-4330-cvg-ord,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
759,flightexplorer,aa-1434-dfw-mco,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
760,flightexplorer,aa-4307-ord-dtw,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
761,flightexplorer,aa-3-jfk-lax,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
762,flightexplorer,co-1193-ewr-mco,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
763,flightexplorer,aa-3842-msp-ord,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
764,flightexplorer,aa-643-mia-ord,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
