age(String),workclass(String),fnlwgt(String),education(String),education_num(String),marital_status(String),occupation(String),relationship(String),race(String),sex(String),capital_gain(String),capital_loss(String),hours_per_week(String),nativecountry(String),class(String)
57,local-gov,118481,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,1902,40,united-states,>50k
21,private,321666,hs-grad,9,never-married,craft-repair,own-child,white,male,594,0,40,united-states,<=50k
22,state-gov,119838,some-college,10,never-married,other-service,own-child,white,male,0,0,10,united-states,<=50k
26,private,330695,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
26,state-gov,58039,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
44,private,313022,assoc-voc,11,married-civ-spouse,exec-managerial,husband,black,male,0,0,40,united-states,>50k
42,private,178134,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,30,united-states,<=50k
40,private,165309,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,43,united-states,<=50k
22,private,216181,11th,7,never-married,craft-repair,own-child,white,male,0,0,45,united-states,<=50k
62,private,178745,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,>50k
44,private,111067,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
18,?,163788,some-college,10,never-married,?,own-child,white,female,0,0,40,united-states,<=50k
33,self-emp-not-inc,295591,1st-4th,2,married-spouse-absent,craft-repair,not-in-family,white,male,0,0,40,mexico,<=50k
45,private,123075,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
18,private,78045,11th,7,married-civ-spouse,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k
32,local-gov,255004,some-college,10,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
33,private,254221,doctorate,16,never-married,prof-specialty,not-in-family,white,female,0,0,60,united-states,>50k
20,private,174714,some-college,10,never-married,prof-specialty,own-child,white,male,0,0,15,united-states,<=50k
68,self-emp-not-inc,450580,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,20,united-states,<=50k
61,private,128230,7th-8th,4,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50k
48,private,192894,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
45,private,325390,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
36,self-emp-not-inc,20333,hs-grad,9,married-civ-spouse,sales,wife,white,female,7688,0,40,united-states,>50k
32,federal-gov,128714,hs-grad,9,never-married,other-service,own-child,black,female,0,0,32,united-states,<=50k
35,private,170797,bachelors,13,divorced,other-service,not-in-family,white,female,0,0,40,united-states,<=50k
39,private,269186,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
53,private,127671,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
30,private,211840,some-college,10,separated,sales,unmarried,black,female,0,0,16,united-states,<=50k
37,private,163392,hs-grad,9,never-married,transport-moving,other-relative,asian-pac-islander,male,0,0,40,?,<=50k
40,private,201495,bachelors,13,divorced,protective-serv,not-in-family,white,male,0,0,45,united-states,<=50k
25,private,251854,some-college,10,never-married,adm-clerical,not-in-family,black,female,0,0,40,jamaica,<=50k
41,private,279297,hs-grad,9,never-married,sales,not-in-family,black,female,0,0,60,united-states,<=50k
52,self-emp-not-inc,195462,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,98,united-states,>50k
33,private,170769,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
28,private,142443,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
25,self-emp-not-inc,182809,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,7298,0,40,united-states,>50k
53,private,121441,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,<=50k
44,private,275094,1st-4th,2,never-married,other-service,own-child,white,male,0,0,10,united-states,<=50k
35,private,170263,hs-grad,9,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50k
38,private,172571,some-college,10,divorced,craft-repair,own-child,white,male,0,0,58,poland,<=50k
34,private,178615,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
33,private,279524,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k
24,state-gov,165201,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,45,united-states,<=50k
65,local-gov,323006,hs-grad,9,widowed,other-service,unmarried,black,female,0,0,25,united-states,<=50k
29,private,235168,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50k
39,self-emp-inc,114844,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,99999,0,65,united-states,>50k
46,local-gov,216414,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,>50k
37,private,34378,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,2580,0,60,united-states,<=50k
47,state-gov,80914,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,47,united-states,>50k
62,private,73292,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
54,self-emp-not-inc,212165,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50k
90,private,52386,some-college,10,never-married,other-service,not-in-family,asian-pac-islander,male,0,0,35,united-states,<=50k
33,private,205649,assoc-acdm,12,married-spouse-absent,craft-repair,not-in-family,white,male,0,0,20,united-states,<=50k
57,private,109638,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,1672,45,united-states,<=50k
25,private,200408,assoc-acdm,12,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
44,self-emp-inc,187720,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50k
52,private,236180,bachelors,13,married-spouse-absent,other-service,not-in-family,white,male,0,0,50,united-states,<=50k
21,private,118693,some-college,10,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50k
31,private,363130,hs-grad,9,never-married,other-service,unmarried,black,male,0,0,18,united-states,<=50k
39,private,225544,masters,14,married-civ-spouse,transport-moving,husband,white,male,0,0,40,poland,<=50k
59,federal-gov,243612,hs-grad,9,widowed,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50k
29,self-emp-not-inc,160786,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,<=50k
49,private,234320,7th-8th,4,never-married,prof-specialty,other-relative,black,male,0,0,45,united-states,<=50k
34,private,314646,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
22,private,124971,bachelors,13,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
32,private,209184,bachelors,13,married-civ-spouse,sales,husband,other,male,0,0,40,puerto-rico,<=50k
39,state-gov,121838,hs-grad,9,divorced,other-service,unmarried,black,female,0,0,40,united-states,<=50k
46,private,265275,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,<=50k
50,private,71417,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,3103,0,40,united-states,>50k
34,private,45522,hs-grad,9,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
28,local-gov,250135,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,1902,55,united-states,<=50k
18,private,120283,12th,8,never-married,sales,own-child,white,female,0,0,24,united-states,<=50k
20,private,216972,hs-grad,9,never-married,sales,not-in-family,white,male,0,0,30,united-states,<=50k
20,private,116791,hs-grad,9,never-married,machine-op-inspct,other-relative,white,female,0,0,40,united-states,<=50k
55,state-gov,26290,assoc-voc,11,widowed,exec-managerial,not-in-family,amer-indian-eskimo,female,0,0,38,united-states,<=50k
22,private,216134,some-college,10,never-married,sales,own-child,black,female,0,0,40,united-states,<=50k
60,self-emp-not-inc,143932,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
40,private,217120,10th,6,divorced,craft-repair,not-in-family,white,male,0,0,50,united-states,<=50k
47,state-gov,223944,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,30,united-states,<=50k
23,private,185452,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,35,canada,<=50k
57,local-gov,44273,hs-grad,9,widowed,transport-moving,not-in-family,white,female,0,0,40,united-states,<=50k
52,private,178983,11th,7,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
42,private,219288,7th-8th,4,widowed,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k
25,private,349190,assoc-acdm,12,never-married,handlers-cleaners,own-child,white,male,0,0,20,united-states,<=50k
49,self-emp-inc,158685,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,2377,40,united-states,>50k
41,federal-gov,57924,some-college,10,never-married,protective-serv,own-child,white,male,0,0,40,united-states,<=50k
40,state-gov,270324,assoc-voc,11,married-civ-spouse,other-service,husband,black,male,0,0,30,united-states,<=50k
38,private,33001,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k
58,private,204021,hs-grad,9,never-married,transport-moving,own-child,white,male,0,0,40,canada,<=50k
26,private,192506,bachelors,13,never-married,other-service,not-in-family,black,female,0,0,35,united-states,<=50k
57,private,372967,10th,6,divorced,adm-clerical,other-relative,white,female,0,0,70,germany,<=50k
28,private,273929,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,1628,60,united-states,<=50k
42,private,195821,hs-grad,9,separated,sales,unmarried,white,female,0,0,40,united-states,<=50k
28,private,56179,some-college,10,never-married,exec-managerial,not-in-family,white,male,2174,0,55,united-states,<=50k
17,?,127003,9th,5,never-married,?,own-child,black,male,0,0,40,united-states,<=50k
39,self-emp-not-inc,124090,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
28,private,199600,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,<=50k
42,private,255847,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,4386,0,48,united-states,>50k
51,self-emp-not-inc,218311,some-college,10,divorced,sales,unmarried,white,female,0,0,50,united-states,<=50k
27,private,167336,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,39,united-states,<=50k
41,private,59938,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,43,united-states,<=50k
28,private,263728,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
54,self-emp-not-inc,278230,some-college,10,divorced,farming-fishing,unmarried,white,female,10520,0,30,united-states,>50k
73,?,180603,hs-grad,9,widowed,?,not-in-family,white,female,0,0,8,united-states,<=50k
49,private,43910,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,30,united-states,<=50k
47,private,190139,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
27,private,109001,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,49,united-states,<=50k
42,local-gov,159931,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,45,united-states,>50k
32,private,194987,hs-grad,9,married-civ-spouse,adm-clerical,wife,black,female,0,0,40,united-states,<=50k
32,local-gov,87310,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,41,united-states,<=50k
27,private,133937,masters,14,never-married,sales,own-child,white,male,0,0,40,united-states,<=50k
29,private,207064,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
22,private,36011,assoc-voc,11,never-married,prof-specialty,not-in-family,white,male,0,0,30,united-states,<=50k
41,federal-gov,168294,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,5178,0,40,united-states,>50k
49,local-gov,194895,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,7298,0,40,united-states,>50k
58,self-emp-not-inc,49884,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,50,united-states,<=50k
41,self-emp-not-inc,27305,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,7688,0,40,united-states,>50k
26,private,229977,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,35,united-states,<=50k
21,private,64520,hs-grad,9,never-married,sales,not-in-family,white,male,0,0,55,united-states,<=50k
32,?,134886,hs-grad,9,married-civ-spouse,?,wife,white,female,0,0,2,united-states,>50k
37,private,305379,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
23,private,202284,bachelors,13,never-married,sales,own-child,white,male,0,0,20,united-states,<=50k
42,self-emp-not-inc,99185,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
25,private,159662,hs-grad,9,married-civ-spouse,sales,own-child,white,male,0,0,26,united-states,>50k
67,private,197865,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
41,local-gov,175149,hs-grad,9,divorced,transport-moving,not-in-family,black,female,0,0,38,united-states,<=50k
49,local-gov,349633,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,50,united-states,>50k
36,private,135293,bachelors,13,divorced,prof-specialty,unmarried,white,female,1506,0,45,?,<=50k
18,private,242893,11th,7,never-married,craft-repair,own-child,white,male,0,0,35,united-states,<=50k
25,private,218667,5th-6th,3,married-civ-spouse,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k
43,state-gov,144811,prof-school,15,divorced,prof-specialty,not-in-family,white,male,0,0,50,united-states,<=50k
38,private,146091,doctorate,16,married-civ-spouse,exec-managerial,wife,white,female,99999,0,36,united-states,>50k
21,private,206861,some-college,10,never-married,sales,own-child,white,male,0,0,20,?,<=50k
65,self-emp-not-inc,226215,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,15,united-states,<=50k
66,private,114447,assoc-voc,11,widowed,prof-specialty,not-in-family,white,female,0,0,35,united-states,<=50k
33,private,124187,11th,7,never-married,transport-moving,not-in-family,black,male,0,0,60,united-states,<=50k
51,private,147954,hs-grad,9,married-civ-spouse,adm-clerical,wife,black,female,3411,0,38,united-states,<=50k
27,self-emp-inc,64379,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,1740,40,united-states,<=50k
17,private,156501,12th,8,never-married,other-service,own-child,white,female,0,0,16,united-states,<=50k
32,private,207668,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,15024,0,45,united-states,>50k
61,?,161279,hs-grad,9,widowed,?,not-in-family,white,female,0,0,36,united-states,<=50k
38,private,225707,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,cuba,>50k
43,local-gov,115603,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
40,state-gov,506329,doctorate,16,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,40,taiwan,>50k
63,private,275034,bachelors,13,married-civ-spouse,sales,husband,white,male,0,1740,35,united-states,<=50k
76,?,172637,some-college,10,married-civ-spouse,?,husband,white,male,0,0,20,united-states,>50k
42,private,56483,assoc-acdm,12,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
43,federal-gov,144778,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,>50k
76,self-emp-not-inc,33213,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,30,?,>50k
41,local-gov,297248,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,2415,45,united-states,>50k
17,private,137042,10th,6,never-married,prof-specialty,own-child,white,male,0,0,20,united-states,<=50k
30,self-emp-not-inc,33308,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
30,private,158420,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,50,iran,<=50k
22,private,41763,some-college,10,never-married,other-service,not-in-family,white,male,0,0,25,united-states,<=50k
53,?,220640,bachelors,13,divorced,?,other-relative,other,female,0,0,20,united-states,<=50k
28,private,149734,hs-grad,9,never-married,other-service,unmarried,black,female,0,0,52,united-states,<=50k
25,?,262245,assoc-voc,11,never-married,?,own-child,white,female,3418,0,40,united-states,<=50k
24,private,349691,some-college,10,never-married,sales,other-relative,black,female,0,0,40,united-states,<=50k
47,private,185385,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
34,self-emp-not-inc,174463,assoc-voc,11,never-married,farming-fishing,not-in-family,white,male,0,0,50,united-states,<=50k
26,private,236068,some-college,10,never-married,sales,other-relative,white,female,0,0,20,united-states,<=50k
63,?,445168,bachelors,13,widowed,?,not-in-family,amer-indian-eskimo,female,0,0,56,united-states,<=50k
25,private,91334,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,0,0,75,united-states,<=50k
28,private,33895,bachelors,13,never-married,sales,not-in-family,white,male,0,0,45,united-states,<=50k
36,private,214816,hs-grad,9,never-married,craft-repair,not-in-family,white,female,0,0,40,united-states,<=50k
24,private,229773,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k
51,self-emp-inc,166386,bachelors,13,married-civ-spouse,exec-managerial,wife,asian-pac-islander,female,0,0,35,taiwan,<=50k
44,private,266135,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k
18,private,300379,12th,8,never-married,adm-clerical,own-child,white,male,0,0,12,united-states,<=50k
54,federal-gov,392502,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
61,private,73809,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
51,private,193720,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k
43,private,316183,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
51,private,162944,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
50,local-gov,186888,hs-grad,9,married-civ-spouse,exec-managerial,wife,black,female,0,0,40,united-states,>50k
27,?,330132,hs-grad,9,never-married,?,not-in-family,white,female,0,0,25,united-states,<=50k
24,private,192017,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,30,united-states,<=50k
20,state-gov,161978,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,20,united-states,<=50k
52,private,202930,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,0,40,united-states,>50k
57,local-gov,323309,7th-8th,4,divorced,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
49,self-emp-inc,197332,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50k
42,self-emp-inc,204033,bachelors,13,married-civ-spouse,adm-clerical,wife,white,female,0,0,35,?,<=50k
22,private,271274,11th,7,never-married,sales,not-in-family,white,female,0,0,40,united-states,<=50k
38,private,174242,some-college,10,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50k
21,private,209483,some-college,10,never-married,sales,own-child,white,female,0,0,20,united-states,<=50k
39,federal-gov,99146,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,0,1887,60,united-states,>50k
52,self-emp-not-inc,102346,some-college,10,never-married,prof-specialty,own-child,white,female,0,0,35,united-states,<=50k
25,private,181666,assoc-acdm,12,never-married,tech-support,own-child,white,female,0,0,40,united-states,<=50k
50,private,207367,some-college,10,married-spouse-absent,other-service,not-in-family,white,female,0,0,40,cuba,<=50k
35,state-gov,82622,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,80,united-states,<=50k
50,private,202296,assoc-voc,11,separated,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50k
58,private,142182,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,25,united-states,<=50k
48,federal-gov,94342,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,0,45,united-states,<=50k
30,private,41493,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,35,canada,<=50k
18,private,181712,11th,7,never-married,handlers-cleaners,own-child,white,male,0,0,12,united-states,<=50k
29,self-emp-not-inc,164607,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
52,self-emp-not-inc,41496,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k
63,private,143098,hs-grad,9,married-civ-spouse,sales,husband,white,male,4064,0,40,united-states,<=50k
36,local-gov,196529,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,>50k
24,private,157332,some-college,10,never-married,machine-op-inspct,own-child,white,female,0,0,42,united-states,<=50k
30,local-gov,154935,assoc-acdm,12,never-married,protective-serv,not-in-family,black,male,0,0,40,united-states,<=50k
23,private,223231,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,other,male,0,0,40,mexico,<=50k
35,?,253860,hs-grad,9,divorced,?,unmarried,white,female,0,0,20,united-states,<=50k
21,private,362589,bachelors,13,never-married,other-service,own-child,white,female,0,0,20,united-states,<=50k
28,private,94880,some-college,10,never-married,craft-repair,not-in-family,white,male,0,0,43,mexico,<=50k
20,private,309580,hs-grad,9,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,<=50k
18,private,130389,11th,7,never-married,other-service,own-child,white,male,0,0,20,scotland,<=50k
21,private,349365,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,15,united-states,<=50k
27,private,376936,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
42,private,179557,some-college,10,divorced,tech-support,not-in-family,white,female,0,0,40,united-states,<=50k
21,private,105577,some-college,10,never-married,other-service,own-child,white,female,0,0,30,united-states,<=50k
51,private,224207,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k
27,federal-gov,47907,bachelors,13,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
23,self-emp-not-inc,191283,hs-grad,9,never-married,transport-moving,own-child,white,male,0,0,40,united-states,<=50k
57,private,20953,some-college,10,married-civ-spouse,sales,husband,white,male,0,1902,40,united-states,>50k
22,state-gov,186569,bachelors,13,never-married,prof-specialty,own-child,white,female,0,0,12,united-states,<=50k
59,private,43221,9th,5,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,>50k
38,private,161141,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50k
20,private,203003,hs-grad,9,never-married,transport-moving,other-relative,white,male,0,0,40,united-states,<=50k
90,private,141758,9th,5,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
35,private,113322,assoc-voc,11,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
50,private,343847,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,38,united-states,>50k
45,private,214068,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k
44,private,116632,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
23,private,240160,assoc-acdm,12,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,<=50k
34,private,516337,11th,7,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,mexico,<=50k
23,self-emp-inc,284651,bachelors,13,divorced,sales,not-in-family,white,female,0,0,43,united-states,<=50k
39,state-gov,141420,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k
19,private,42750,some-college,10,never-married,handlers-cleaners,not-in-family,white,male,0,0,55,united-states,<=50k
54,private,165278,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
40,private,167265,masters,14,divorced,prof-specialty,not-in-family,white,male,0,0,43,united-states,<=50k
44,private,139907,some-college,10,never-married,sales,own-child,white,male,0,0,50,united-states,<=50k
31,self-emp-inc,236415,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,20,united-states,>50k
25,private,312966,9th,5,separated,handlers-cleaners,other-relative,white,male,0,0,40,el-salvador,<=50k
33,private,118941,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,32,united-states,>50k
32,private,198068,hs-grad,9,never-married,transport-moving,not-in-family,white,male,0,0,60,united-states,<=50k
36,private,373952,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
47,self-emp-not-inc,236111,some-college,10,married-civ-spouse,prof-specialty,husband,other,male,0,0,55,united-states,>50k
80,private,157778,masters,14,widowed,prof-specialty,not-in-family,white,female,0,0,10,united-states,<=50k
21,private,143604,some-college,10,never-married,sales,own-child,white,female,0,0,8,united-states,<=50k
35,self-emp-not-inc,319831,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,<=50k
77,?,132728,masters,14,divorced,?,not-in-family,white,male,0,0,45,united-states,<=50k
30,private,137606,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,5013,0,40,united-states,<=50k
35,?,61343,hs-grad,9,married-civ-spouse,?,husband,white,male,0,0,40,united-states,<=50k
49,private,268234,7th-8th,4,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
33,private,100135,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,1740,25,united-states,<=50k
53,self-emp-not-inc,34973,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,united-states,<=50k
41,private,323790,hs-grad,9,divorced,handlers-cleaners,unmarried,white,male,0,0,55,united-states,<=50k
57,private,319733,bachelors,13,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,poland,>50k
21,?,180339,some-college,10,never-married,?,own-child,white,female,0,0,25,united-states,<=50k
19,private,125591,some-college,10,never-married,other-service,own-child,white,female,0,0,40,united-states,<=50k
28,private,60772,bachelors,13,never-married,exec-managerial,own-child,white,female,0,0,45,united-states,<=50k
42,federal-gov,74680,masters,14,divorced,adm-clerical,not-in-family,white,male,0,2001,60,united-states,<=50k
29,self-emp-not-inc,141185,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,55,united-states,<=50k
38,?,204668,assoc-voc,11,separated,?,unmarried,white,female,0,0,25,united-states,<=50k
26,private,273792,some-college,10,never-married,other-service,own-child,white,male,0,0,20,united-states,<=50k
41,private,70037,some-college,10,never-married,craft-repair,unmarried,white,male,0,3004,60,?,>50k
40,private,343068,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
36,self-emp-not-inc,177907,doctorate,16,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,>50k
28,private,144063,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
25,self-emp-not-inc,257574,bachelors,13,never-married,adm-clerical,not-in-family,black,female,0,0,20,united-states,<=50k
42,self-emp-not-inc,67065,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,<=50k
32,private,183356,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
32,private,152940,assoc-acdm,12,never-married,adm-clerical,own-child,white,male,0,0,30,united-states,<=50k
37,private,227128,5th-6th,3,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
39,local-gov,45607,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,56,united-states,<=50k
49,private,155489,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
28,?,230704,hs-grad,9,never-married,?,not-in-family,black,male,0,0,40,united-states,<=50k
24,?,267955,9th,5,never-married,?,own-child,white,female,0,0,20,united-states,<=50k
19,private,165115,hs-grad,9,never-married,sales,not-in-family,white,female,0,0,40,united-states,<=50k
31,private,49923,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
40,private,272240,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k
29,private,255476,7th-8th,4,never-married,handlers-cleaners,own-child,white,male,0,0,30,mexico,<=50k
